epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.44966,3.82033,4.2664,2.70563,0,0,0,0,3.6298,4.30989,2.54808,0.0001375,0.0001375,0.0001375
2,14.1822,3.68417,4.22376,2.55117,0,0,0,0,3.56784,4.30305,2.48546,0.000145187,0.000145187,0.000145187
